,index,Original_term,term,component,n,E,P,A,E_std,P_std,A_std
2388,2389,leather_tanner,leather tanner,identity,1,0.05,-0.11,-0.45,0.15,0.12,0.12
2389,2390,leave,leaves,behavior,18,-1.33,1.51,-0.25,0.24,0.09,0.12
2390,2391,lebanese,lebanese,identity,2,0.61,-0.34,0.18,0.13,0.13,0.1
2391,2392,lecher,lecher,identity,10,-1.91,-0.45,0.29,0.21,0.12,0.11
2392,2393,lecture,lectures,behavior,12,0.42,1.4,1.03,0.21,0.1,0.09
2393,2394,lecturer,lecturer,identity,11,1.26,1.57,0.37,0.13,0.12,0.11
2394,2395,lecturer_university,lecturer university,identity,1,1.62,1.72,0.56,0.14,0.15,0.11
2395,2396,leer_at,leers at,behavior,11,-0.65,0.28,0.28,0.17,0.1,0.1
2396,2397,left_winger,left winger,identity,1,-1.15,-0.33,0.48,0.22,0.14,0.11
2397,2398,legislator,legislator,identity,7,1.09,1.95,0.45,0.14,0.13,0.09
2398,2399,lend_money_to,lends money to,behavior,12,1.76,1.6,-0.23,0.2,0.08,0.12
2399,2400,lenient,lenient,modifier,6,0.1,0.95,-0.3,0.25,0.13,0.13
2400,2401,leper,leper,identity,2,-1.9,-0.96,-0.31,0.19,0.17,0.1
2401,2402,leprechaun,leprechaun,identity,1,-1.58,-0.98,0.46,0.24,0.17,0.15
2402,2403,leprechaun_mythical,leprechaun mythical,identity,1,-1.32,-0.81,0.47,0.23,0.19,0.14
2403,2404,lesbian,lesbian,identity,17,0.64,-0.05,0.42,0.14,0.11,0.09
2404,2405,let_down,let down,modifier,3,-1.97,-0.63,-1.35,0.32,0.21,0.23
2405,2406,liar,liar,identity,19,-2.93,-0.21,0.27,0.24,0.15,0.14
2406,2407,liberal,liberal,identity,15,0.55,0.54,0.33,0.13,0.14,0.08
2407,2408,liberate,liberates,behavior,9,2.74,2.72,0.96,0.25,0.12,0.1
2408,2409,libertarian,libertarian,identity,1,-0.23,0.5,0.41,0.16,0.11,0.1
2409,2410,librarian,librarian,identity,19,1.75,0.42,-1.25,0.16,0.15,0.16
2410,2411,library_assistant,library assistant,identity,9,1.54,-0.15,-1.85,0.17,0.15,0.2
2411,2412,licking_ones_lips,licks ones lips,behavior,1,-0.03,0.65,0.49,0.17,0.09,0.11
2412,2413,lie_to,lies to,behavior,18,-2.16,0.8,-0.32,0.22,0.08,0.14
2413,2414,lieutenant,lieutenant,identity,1,0.82,1.94,0.95,0.26,0.16,0.11
2414,2415,lieutenant_general,lieutenant general,identity,1,0.89,2.44,1.23,0.2,0.18,0.11
2415,2416,lieutenant_governor,lieutenant governor,identity,2,0.42,1.66,0.56,0.2,0.14,0.12
2416,2417,lifeguard,lifeguard,identity,1,2.05,0.9,0.37,0.13,0.12,0.1
2417,2418,lifer,lifer,identity,3,0.73,0.56,0.24,0.18,0.23,0.15
2418,2419,lift,lifts,behavior,7,1.81,2.39,1.02,0.24,0.11,0.1
2419,2420,light_hearted,light hearted,modifier,9,1.89,1.01,0,0.21,0.14,0.12
2420,2421,like,likes,behavior,13,2.47,1.81,0.33,0.22,0.1,0.09
2421,2422,limner_painter,limner painter,identity,2,0.82,0.37,-0.61,0.14,0.14,0.11
2422,2423,linebacker,linebacker,identity,2,-0.58,0.49,1.54,0.19,0.18,0.14
2423,2424,linebacker_football,linebacker football,identity,1,-0.08,0.73,2.16,0.19,0.17,0.15
2424,2425,lineman,lineman,identity,5,0.07,0.75,1.14,0.16,0.17,0.12
2425,2426,liquidate,liquidates,behavior,1,-1.32,1.66,0.42,0.27,0.09,0.11
2426,2427,listen_to,listens to,behavior,18,2.93,2.04,-1.35,0.25,0.09,0.18
2427,2428,listener,listener,identity,1,1.97,0.57,-0.07,0.2,0.14,0.11
2428,2429,lithuanian,lithuanian,identity,2,0.35,0.13,0.07,0.15,0.12,0.09
2429,2430,little_brother,little brother,identity,12,1.59,-0.39,1.73,0.17,0.18,0.13
2430,2431,little_sister,little sister,identity,10,1.77,-0.42,1.55,0.17,0.18,0.12
2431,2432,lively,lively,modifier,10,2.39,1.96,2.26,0.24,0.15,0.17
2432,2433,livestock_raiser,livestock raiser,identity,1,0.31,0.22,0.26,0.2,0.13,0.09
2433,2434,loafer,loafer,identity,15,-1.01,-1.46,-1.62,0.17,0.19,0.19
2434,2435,loan_shark,loan shark,identity,13,-1.42,-0.03,0.32,0.21,0.16,0.13
2435,2436,loathe,loathes,behavior,9,-1.94,0.19,-0.13,0.18,0.09,0.11
2436,2437,lobby_attendant,lobby attendant,identity,6,1.14,-0.47,-0.1,0.15,0.13,0.09
2437,2438,lobbyist,lobbyist,identity,11,-0.13,1.43,1.54,0.15,0.14,0.11
2438,2439,local_elected_official,local elected official,identity,2,1.28,1.39,0.63,0.13,0.18,0.1
2439,2440,locksmith,locksmith,identity,6,0.17,0.8,-0.33,0.17,0.13,0.11
2440,2441,lodger,lodger,identity,4,0.1,-0.44,-0.94,0.21,0.19,0.14
2441,2442,logger,logger,identity,8,0.59,1.18,0.84,0.17,0.13,0.12
2442,2443,lonely,lonely,modifier,17,-2.51,-1.22,-2.38,0.22,0.15,0.22
2443,2444,loner,loner,identity,11,-1.24,-1.49,-0.84,0.19,0.17,0.15
2444,2445,lonesome,lonesome,modifier,17,-2.19,-1.44,-2.37,0.21,0.16,0.21
2445,2446,longshoreman,longshoreman,identity,6,0.3,-0.02,0.33,0.14,0.11,0.13
2446,2447,longtime_acquaintance,longtime acquaintance,identity,1,1.42,0.32,-0.11,0.13,0.19,0.09
2447,2448,look_at,looks at,behavior,18,0.96,0.86,-0.43,0.19,0.09,0.11
2448,2449,look_away_from,looks away from,behavior,6,-0.59,0.45,-1.11,0.18,0.09,0.15
2449,2450,look_out,look out,identity,4,0.6,0.55,0.09,0.22,0.2,0.17
2450,2451,lord,lord,identity,1,1.39,2.69,0.33,0.2,0.17,0.2
2451,2452,lorry_driver,lorry driver,identity,1,0.29,-0.12,0.73,0.16,0.14,0.12
2452,2453,lose_against,loses against,behavior,1,-1.66,1.01,0.59,0.22,0.09,0.11
2453,2454,loser,loser,identity,15,-1.65,-2.29,-1.17,0.19,0.26,0.19
2454,2455,lost,lost,modifier,10,-2.35,-1.14,0,0.26,0.19,0.14
2455,2456,louse,louse,identity,10,-1.53,-1.04,0.28,0.23,0.18,0.12
2456,2457,lout,lout,identity,12,-1.02,-1.1,0.48,0.19,0.18,0.11
2457,2458,love,loves,behavior,13,3.35,2.74,0.4,0.28,0.13,0.1
2458,2459,loved,loved,modifier,10,3.68,3.29,0.43,0.26,0.2,0.13
2459,2460,loved_one,loved one,identity,5,2.52,1.73,0.77,0.19,0.16,0.11
2460,2461,lovely_teenager,lovely teenager,identity,1,0.67,-0.71,1.62,0.19,0.14,0.13
2461,2462,lover,lover,identity,12,2.73,1.78,0.6,0.18,0.13,0.1
2462,2463,lover_boy,lover boy,identity,2,1.99,0.75,0.73,0.26,0.24,0.12
2463,2464,lover_female,lover female,identity,2,2.61,1.47,0.62,0.24,0.18,0.09
2464,2465,lover_girl,lover girl,identity,2,2.3,1,0.48,0.21,0.17,0.11
2465,2466,lover_male,lover male,identity,2,2.41,1.64,0.69,0.3,0.15,0.09
2466,2467,lovesick,lovesick,modifier,15,-1.4,-0.17,-1.19,0.2,0.13,0.14
2467,2468,low,low,modifier,10,-2.41,-1.76,-2.17,0.27,0.21,0.2
2468,2469,lower_class,lower class,modifier,7,-1.47,-1.77,-0.85,0.19,0.22,0.14
2469,2470,lowlife,lowlife,identity,1,-1.51,-2.02,-0.37,0.17,0.21,0.12
2470,2471,loyal,loyal,modifier,11,3.3,2.73,-0.64,0.22,0.17,0.13
2471,2472,loyalist,loyalist,identity,1,0.74,0.7,0.15,0.16,0.13,0.1
2472,2473,lsd_junkie,lsd junkie,identity,1,-2.32,-1.97,0.06,0.23,0.22,0.11
2473,2474,lucky,lucky,modifier,11,2.44,1.49,0.63,0.23,0.14,0.13
2474,2475,lull,lulls,behavior,3,0.53,1.01,-0.43,0.22,0.1,0.15
2475,2476,lunatic,lunatic,identity,17,-2.19,-0.49,1.75,0.22,0.2,0.15
2476,2477,lunch_with,lunches with,behavior,6,2.19,1.09,0.78,0.2,0.08,0.1
2477,2478,lure,lures,behavior,12,-0.55,1.57,-0.85,0.2,0.08,0.14
2478,2479,lurker,lurker,identity,1,-2.52,-0.11,0.07,0.23,0.16,0.12
2479,2480,lush,lush,identity,3,0.72,-0.29,0.18,0.19,0.2,0.12
2480,2481,lust_for,lusts for,behavior,13,0.54,1.09,0.49,0.16,0.07,0.09
2481,2482,lustful,lustful,modifier,14,-0.43,0.37,0.65,0.23,0.14,0.11
2482,2483,lying_down,lying down,behavior,1,-1.35,0.56,0.19,0.27,0.12,0.11
2483,2484,macdonald_cashier,macdonald cashier,identity,1,0.69,-0.49,0.09,0.13,0.18,0.09
2484,2485,macdonald_cook,macdonald cook,identity,1,1.31,0.22,0.36,0.18,0.13,0.13
2485,2486,macdonald_customer,macdonald customer,identity,1,0.96,0.46,0.26,0.12,0.13,0.1
2486,2487,macdonald_franchise_owner,macdonald franchise owner,identity,1,0.49,0.81,0.45,0.13,0.14,0.1
2487,2488,macdonald_manager,macdonald manager,identity,1,0.81,1.24,0.73,0.13,0.21,0.13
2488,2489,macdonald_server,macdonald server,identity,1,1.11,-0.17,0.22,0.13,0.13,0.1
2489,2490,mace,maces,behavior,3,-2.47,1.59,1.67,0.27,0.09,0.13
2490,2491,machine_gun,machine gun,behavior,1,-1.57,0.87,1.02,0.53,0.2,0.19
2491,2492,machine_repairer,machine repairer,identity,7,0.99,-0.11,-0.38,0.16,0.12,0.12
2492,2493,macho_male,macho male,identity,1,0.44,1.55,1.19,0.16,0.13,0.11
2493,2494,mad,mad,modifier,17,-1.73,-0.2,1.1,0.22,0.16,0.14
2494,2495,madam,madam,identity,1,0.46,0.56,0.76,0.19,0.14,0.11
2495,2496,madman,madman,identity,10,-2.16,0.58,2.25,0.25,0.2,0.18
2496,2497,madwoman,madwoman,identity,1,-1.11,0.26,0.86,0.25,0.14,0.12
2497,2498,mafioso,mafioso,identity,13,-1.05,1.33,0.34,0.17,0.14,0.11
2498,2499,magician,magician,identity,12,0.5,1.77,0.19,0.23,0.16,0.17
2499,2500,magistrate,magistrate,identity,1,0.99,1.79,-0.07,0.13,0.16,0.16
2500,2501,maid,maid,identity,13,1.21,-1.06,-0.69,0.18,0.16,0.12
2501,2502,maid_of_honour,maid of honour,identity,1,1.25,0.1,-0.22,0.19,0.25,0.16
2502,2503,maiden,maiden,identity,16,0.83,-0.92,-0.66,0.14,0.16,0.12
2503,2504,mail_carrier,mail carrier,identity,11,1.62,-0.07,-0.39,0.14,0.12,0.1
2504,2505,mailbomb,mailbombs,behavior,1,-2.05,1.17,1.29,0.26,0.09,0.09
2505,2506,mailman,mailman,identity,5,1.19,0.09,-0.2,0.12,0.13,0.09
2506,2507,maim,maims,behavior,1,-2.07,1.41,0.32,0.25,0.09,0.12
2507,2508,major,major,identity,1,1.26,2.17,1.02,0.15,0.19,0.11
2508,2509,majority,majority,identity,1,1.12,1.52,0.29,0.17,0.14,0.11
2509,2510,make_angry,makes angry,behavior,2,0.14,1.6,0.43,0.26,0.08,0.1
2510,2511,make_application_of,makes application of,behavior,1,1.07,1.71,0.28,0.19,0.08,0.1
2511,2512,make_arrangements_with,makes arrangements with,behavior,1,1.99,1.98,0.43,0.19,0.08,0.09
2512,2513,make_eyes_at,makes eyes at,behavior,3,0.1,1.15,0.26,0.18,0.09,0.1
2513,2514,make_fool_of,makes fool of,behavior,1,-1.78,1.2,0.64,0.29,0.08,0.09
2514,2515,make_fun_of,makes fun of,behavior,13,-2.63,0.48,1.58,0.26,0.08,0.12
2515,2516,make_happy,makes happy,behavior,2,0.75,1.83,0.45,0.25,0.1,0.1
2516,2517,make_lose_face,makes lose face,behavior,2,-0.17,1.54,0.49,0.3,0.1,0.09
2517,2518,make_love_to,makes love to,behavior,18,2.91,2.72,1.04,0.26,0.14,0.1
2518,2519,make_out_with,makes out with,behavior,2,1.51,1.68,1.43,0.19,0.08,0.09
2519,2520,make_swoon,makes swoon,behavior,1,-0.42,1.58,0.54,0.34,0.11,0.09
2520,2521,make_undress,makes undress,behavior,1,0,1.65,0.48,0.33,0.11,0.09
2521,2522,make_up_with,makes up with,behavior,5,1.76,1.62,0.73,0.17,0.08,0.1
2522,2523,making_afist,making a fist,behavior,1,-0.27,1.22,1.09,0.34,0.13,0.12
2523,2524,malcontent,malcontent,identity,10,-1.47,-0.33,0.09,0.2,0.16,0.1
2524,2525,male,male,identity,13,1,1.71,1.1,0.14,0.14,0.1
2525,2526,male,male,modifier,15,1.52,1.78,0.88,0.23,0.14,0.14
2526,2527,male_worker,male worker,identity,1,1.14,0.32,0.68,0.16,0.15,0.09
2527,2528,malicious,malicious,modifier,7,-2.7,0.68,0.76,0.26,0.15,0.13
2528,2529,malign,maligns,behavior,17,-1.54,0.78,0.39,0.18,0.07,0.09
2529,2530,malingerer,malingerer,identity,10,-1.47,-0.34,-0.8,0.21,0.16,0.14
2530,2531,maltreat,maltreats,behavior,1,-1.75,0.71,0.35,0.19,0.07,0.1
2531,2532,mamas_boy,mamas boy,identity,6,1.14,0.21,0.88,0.26,0.2,0.15
2532,2533,man,man,identity,18,1.06,1.42,0.48,0.22,0.22,0.21
2533,2534,man_elderly,man elderly,identity,1,1.17,0.92,0.1,0.16,0.31,0.16
2534,2535,manager,manager,identity,16,1.35,2.45,1.32,0.13,0.14,0.11
2535,2536,manageress,manageress,identity,6,1.14,1.86,1.02,0.14,0.17,0.11
2536,2537,maniac,maniac,identity,16,-2.02,0.2,1.89,0.21,0.14,0.16
2537,2538,maniacal,maniacal,modifier,7,-1.76,0.61,1.49,0.22,0.13,0.12
2538,2539,manic,manic,modifier,6,-1.63,-0.77,1.76,0.21,0.18,0.18
2539,2540,manic_depressive,manic depressive,modifier,1,-1.97,-0.91,1.35,0.25,0.19,0.29
2540,2541,manipulate,manipulates,behavior,10,-2.26,1.73,0.56,0.22,0.09,0.09
2541,2542,manipulative,manipulative,modifier,9,-1.83,1.06,-0.33,0.25,0.15,0.14
2542,2543,manipulator,manipulator,identity,1,-1.84,1.61,0.57,0.2,0.16,0.11
2543,2544,mannequin,mannequin,identity,1,0.05,-1.02,-0.38,0.15,0.17,0.13
2544,2545,maoist,maoist,identity,2,-0.36,0.91,-0.2,0.18,0.14,0.13
2545,2546,march_with,marches with,behavior,3,1.8,1.33,1.25,0.2,0.08,0.11
2546,2547,marine,marine,identity,7,2.47,2.58,1.35,0.18,0.16,0.12
2547,2548,marine_corps_enlistee,marine corps enlistee,identity,7,1.85,1.44,1.16,0.15,0.12,0.09
2548,2549,marine_corps_officer,marine corps officer,identity,7,1.92,2.65,1.69,0.15,0.15,0.12
2549,2550,marine_corps_reservist,marine corps reservist,identity,7,1.74,1.56,0.69,0.14,0.12,0.12
2550,2551,maritimer,maritimer,identity,2,0.37,-0.11,0.3,0.14,0.14,0.13
2551,2552,marksman,marksman,identity,1,0.35,1.33,0.44,0.19,0.15,0.17
2552,2553,married,married,modifier,11,2.17,2.12,0.27,0.22,0.15,0.13
2553,2554,marry,marries,behavior,20,2.36,2.42,0.05,0.22,0.11,0.1
2554,2555,marshal,marshal,identity,1,1.06,2.08,0.78,0.16,0.16,0.09
2555,2556,martyr,martyr,identity,1,0.81,0.76,-0.6,0.29,0.25,0.17
2556,2557,masculine,masculine,modifier,17,1.33,2.08,1.2,0.23,0.14,0.13
2557,2558,masochist,masochist,identity,6,-2.32,-0.09,0.78,0.21,0.13,0.13
2558,2559,mason,mason,identity,3,1.3,0.78,-0.09,0.13,0.14,0.11
2559,2560,mass_arrests,mass arrests,behavior,1,-0.9,2.09,1.75,0.24,0.1,0.12
2560,2561,massacre,massacres,behavior,1,-3.25,2.11,1.67,0.39,0.12,0.13
2561,2562,massage,massages,behavior,20,2.24,1.07,-1.43,0.24,0.1,0.19
2562,2563,masseuse,masseuse,identity,1,0.97,0.06,0.87,0.15,0.1,0.1
2563,2564,master,masters,behavior,3,0.68,2.13,0.54,0.23,0.13,0.17
2564,2565,master,master,identity,1,1.81,2.76,0.02,0.19,0.21,0.17
2565,2566,mastermind,mastermind,identity,9,0.53,2.79,0.73,0.19,0.21,0.11
2566,2567,mate,mate,identity,4,2.35,1.76,0.67,0.19,0.19,0.11
2567,2568,mathematician,mathematician,identity,1,1.6,1.35,-0.74,0.13,0.19,0.16
2568,2569,matriarch,matriarch,identity,5,0.91,1.11,-0.2,0.15,0.14,0.09
2569,2570,matron,matron,identity,1,1.7,1.22,-0.36,0.14,0.14,0.12
2570,2571,mature,mature,modifier,15,2.73,2.42,-0.71,0.22,0.15,0.13
2571,2572,maul,mauls,behavior,1,-2.6,1.01,1.4,0.25,0.08,0.11
2572,2573,maverick,maverick,identity,11,0.93,1.38,1.33,0.16,0.14,0.1
2573,2574,mayor,mayor,identity,12,0.94,2.05,0.77,0.12,0.13,0.1
2574,2575,mean,mean,modifier,15,-1.89,0,0.21,0.27,0.14,0.15
2575,2576,mechanical_engineer,mechanical engineer,identity,7,1.62,1.56,-0.03,0.13,0.14,0.11
2576,2577,meddler,meddler,identity,1,-1.2,-0.48,-0.28,0.24,0.14,0.1
2577,2578,media_mogul,media mogul,identity,1,-0.48,1.37,1.45,0.18,0.15,0.09
2578,2579,medic,medic,identity,10,2.68,2.57,1.81,0.21,0.16,0.15
2579,2580,medicate,medicates,behavior,17,1.53,2.03,-0.45,0.19,0.09,0.12
2580,2581,mediocre,mediocre,modifier,11,-1.54,-1.72,-1.25,0.17,0.17,0.12
2581,2582,meek,meek,modifier,15,-0.01,-0.82,-1.94,0.19,0.16,0.16
2582,2583,meet,meets,behavior,2,1.95,1.63,0.52,0.2,0.09,0.09
2583,2584,melancholic,melancholic,modifier,6,-1.17,-1.21,-1.89,0.17,0.15,0.16
2584,2585,melancholy,melancholy,modifier,13,-1.15,-0.71,-1.96,0.18,0.14,0.17
2585,2586,menace,menaces,behavior,10,-2.08,1.07,0.97,0.24,0.07,0.1
2586,2587,menace,menace,identity,8,-2.39,0.6,1.59,0.26,0.16,0.14
2587,2588,mennonite,mennonite,identity,2,0.52,-0.09,-0.4,0.14,0.12,0.1
2588,2589,mental_case,mental case,identity,10,-1.73,-0.91,0.57,0.21,0.16,0.12
2589,2590,mental_patient,mental patient,identity,8,-0.75,-1.72,0.03,0.16,0.2,0.15
2590,2591,mentally_ill,mentally ill,modifier,6,-2.01,-1.62,-0.88,0.2,0.18,0.13
2591,2592,mentally_retarded,mentally retarded,modifier,6,-1.18,-0.83,-0.09,0.29,0.24,0.17
2592,2593,mentor,mentor,identity,8,3.02,2.86,0.17,0.22,0.23,0.1
2593,2594,mercenary,mercenary,identity,1,-0.59,0.14,1.33,0.26,0.15,0.13
2594,2595,merchant,merchant,identity,13,0.64,0.42,1.09,0.13,0.13,0.11
2595,2596,mermaid_mythical,mermaid mythical,identity,1,0.74,-0.3,0.08,0.23,0.18,0.11
2596,2597,merry,merry,modifier,10,2.8,1.88,0.67,0.26,0.15,0.13
2597,2598,merrymake_with,merrymakes with,behavior,1,1.72,1.24,1.43,0.21,0.08,0.11
2598,2599,mesmerize,mesmerizes,behavior,1,0.4,1.44,0.39,0.17,0.08,0.1
2599,2600,messiah,messiah,identity,1,1.24,1.79,0.53,0.27,0.16,0.14
2600,2601,messy,messy,modifier,6,-1.89,-0.95,0.83,0.2,0.16,0.13
2601,2602,metal_forger,metal forger,identity,1,-1.23,1.06,0.06,0.27,0.14,0.11
2602,2603,metallurgical_engineer,metallurgical engineer,identity,1,1.29,1.56,0.12,0.13,0.12,0.09
2603,2604,methodical,methodical,modifier,7,1.68,1.35,-1.4,0.19,0.14,0.14
2604,2605,methodist,methodist,identity,6,1.18,0.32,-0.13,0.13,0.13,0.09
2605,2606,metis,metis,identity,2,1.5,0.23,-0.42,0.15,0.17,0.13
2606,2607,middle_aged,middle aged,modifier,15,0.56,0.92,-0.52,0.24,0.13,0.13
2607,2608,middle_aged_male,middle aged male,identity,1,0.71,1.2,0.76,0.13,0.15,0.11
2608,2609,middle_aged_woman,middle aged woman,identity,1,1.18,0.51,0.08,0.13,0.13,0.09
2609,2610,middle_class,middle class,modifier,11,0.96,0.46,-0.1,0.21,0.14,0.13
2610,2611,middle/small_industry_coe,middle/small industry coe,identity,1,0.87,0.36,0.44,0.14,0.15,0.1
2611,2612,midget,midget,identity,11,0.49,-0.8,0.05,0.13,0.14,0.1
2612,2613,midwife,midwife,identity,1,1.97,0.52,-0.19,0.14,0.13,0.1
2613,2614,migrant,migrant,identity,1,0.88,-0.56,0.28,0.14,0.14,0.09
2614,2615,migrant_worker,migrant worker,identity,7,0.69,-1.05,0.08,0.12,0.13,0.09
2615,2616,milkman,milkman,identity,1,1.04,-0.07,0.18,0.14,0.17,0.1
2616,2617,millionaire,millionaire,identity,13,0.49,2.4,1.12,0.14,0.16,0.1
2617,2618,mimic,mimics,behavior,17,-0.52,0.22,0.53,0.19,0.09,0.09
2618,2619,mind,minds,behavior,2,1.57,1.72,0.33,0.22,0.11,0.11
2619,2620,miner,miner,identity,12,0.95,-0.22,0.56,0.13,0.14,0.09
2620,2621,mining_engineer,mining engineer,identity,2,1.1,1.07,0.1,0.13,0.11,0.11
2621,2622,minister,minister,identity,17,1.57,1.69,0.32,0.14,0.15,0.1
2622,2623,minister_religious,minister religious,identity,1,1.64,1.61,0.21,0.16,0.15,0.09
2623,2624,minister_without_portfolio,minister without portfolio,identity,2,1.22,1.28,0.24,0.18,0.23,0.1
2624,2625,minor,minor,identity,12,0.31,-1.59,0.92,0.16,0.21,0.12
2625,2626,minority,minority,identity,7,0.92,-0.78,0.12,0.16,0.14,0.11
2626,2627,mischievous,mischievous,modifier,16,-0.99,0.33,0.09,0.22,0.12,0.11
2627,2628,miser,miser,identity,16,-1.54,-0.81,-1.17,0.18,0.16,0.16
2628,2629,miserable,miserable,modifier,19,-2.78,-1.78,-1.51,0.23,0.19,0.16
2629,2630,miserly,miserly,modifier,8,-1.48,-0.49,-1.38,0.19,0.13,0.13
2630,2631,miserly_stingy,miserly stingy,modifier,2,-1.72,-0.39,-1.02,0.18,0.13,0.14
2631,2632,misfit,misfit,identity,2,-2.02,-1.51,-0.09,0.18,0.16,0.11
2632,2633,misinform,misinforms,behavior,12,-2.08,0.71,0.37,0.22,0.08,0.1
2633,2634,misjudge,misjudges,behavior,10,-1.94,0.21,0.41,0.18,0.09,0.09
2634,2635,mislead,misleads,behavior,11,-2.11,0.75,0.23,0.21,0.07,0.09
2635,2636,miss,misses,behavior,14,-0.58,0.24,-0.89,0.24,0.13,0.17
2636,2637,miss,miss,identity,4,1.4,0.03,0.36,0.18,0.25,0.13
2637,2638,missionary,missionary,identity,9,2.06,1.37,-0.13,0.13,0.15,0.1
2638,2639,mistress,mistress,identity,16,-2.36,-0.47,0.32,0.2,0.15,0.14
2639,2640,misunderstand,misunderstands,behavior,9,-1.28,-0.31,-0.19,0.17,0.13,0.12
2640,2641,mla,mla,identity,1,1.16,1.51,0.44,0.15,0.14,0.12
2641,2642,mobster,mobster,identity,12,-2.11,2.19,1.43,0.28,0.19,0.13
2642,2643,mock,mocks,behavior,14,-2.2,0.14,1.55,0.21,0.09,0.11
2643,2644,mocking,mocking,modifier,6,-1.2,0.02,0.75,0.27,0.14,0.15
2644,2645,model,model,identity,1,1.07,0.46,0.87,0.15,0.14,0.14
2645,2646,model,model,modifier,7,1.83,1.57,0.21,0.22,0.16,0.13
2646,2647,modern,modern,modifier,11,1.13,1.05,1.23,0.23,0.14,0.12
2647,2648,modest,modest,modifier,17,2.35,1.27,-1.47,0.21,0.15,0.15
2648,2649,modest2,modest2,modifier,1,2.16,1.1,-1.41,0.26,0.16,0.19
2649,2650,molest,molests,behavior,16,-3.71,1.29,0.44,0.35,0.08,0.12
2650,2651,monarch,monarch,identity,1,0.89,2.52,0.61,0.17,0.17,0.18
2651,2652,moneybags,moneybags,identity,1,-1.62,-0.39,0.57,0.24,0.16,0.14
2652,2653,monitor,monitors,behavior,13,0.28,1.27,-1.22,0.21,0.09,0.17
2653,2654,monk,monk,identity,1,1.44,1.17,-0.99,0.15,0.15,0.14
2654,2655,monomaniac,monomaniac,identity,1,-1.69,-0.56,0.45,0.21,0.15,0.11
2655,2656,monopolize,monopolizes,behavior,3,-1.58,1.3,0.12,0.2,0.08,0.1
2656,2657,monster,monster,identity,1,-2.69,0.79,1.33,0.28,0.16,0.15
2657,2658,mooch,mooch,identity,1,-1.11,-0.94,0.28,0.18,0.15,0.11
2658,2659,moody,moody,modifier,11,-1.04,-0.36,0.85,0.23,0.15,0.2
2659,2660,mormon,mormon,identity,6,0.12,-0.45,-0.61,0.13,0.12,0.1
2660,2661,moron,moron,identity,16,-2.07,-2.02,0.04,0.2,0.2,0.11
2661,2662,mortified,mortified,modifier,13,-2.4,-0.74,-0.04,0.22,0.14,0.12
2662,2663,mortify,mortifies,behavior,10,-2.29,1.58,1.15,0.24,0.08,0.1
2663,2664,moslem,moslem,identity,1,-1.76,-1.45,-0.38,0.2,0.16,0.14
2664,2665,motel_owner,motel owner,identity,7,0.26,0.25,0.13,0.13,0.12,0.1
2665,2666,mother,mothers,behavior,15,1.5,2.13,0.34,0.24,0.13,0.12
2666,2667,mother,mother,identity,20,2.91,2.55,0.73,0.19,0.18,0.09
2667,2668,mother_in_law,mother in law,identity,13,0.48,1.28,1.05,0.23,0.19,0.1
2668,2669,mother_my,mother my,identity,1,2.66,1.98,0.37,0.17,0.24,0.09
2669,2670,mother_rude,mother rude,identity,1,2.79,2.45,0.75,0.23,0.27,0.1
2670,2671,motivated,motivated,modifier,7,3.4,2.99,1.43,0.27,0.19,0.16
2671,2672,mountie,mountie,identity,2,-0.46,-0.01,0.87,0.27,0.16,0.11
2672,2673,mourner,mourner,identity,15,-0.32,-1.6,-1.51,0.16,0.19,0.16
2673,2674,mournful,mournful,modifier,10,-1.35,-0.27,-2.2,0.18,0.14,0.19
2674,2675,mouth_off_to,mouths off to,behavior,11,-1.88,0.61,2.17,0.24,0.09,0.14
2675,2676,mouthpiece,mouthpiece,identity,4,-0.01,0.75,1.45,0.24,0.15,0.12
2676,2677,moved,moved,modifier,16,2.66,2.27,-0.56,0.19,0.13,0.14
2677,2678,movie_item_song,,other,2,,,,,,
2678,2679,movie_projectionist,movie projectionist,identity,1,0.61,0.42,0.88,0.15,0.11,0.17
2679,2680,mowing_the_lawn,mows the lawn,behavior,1,-0.79,1.16,0.52,0.4,0.13,0.15
2680,2681,mp,mp,identity,3,0.63,1.51,0.88,0.15,0.13,0.1
2681,2682,mpp,mpp,identity,1,-0.1,0.79,0.71,0.16,0.18,0.09
2682,2683,muck_around_with,mucks around with,behavior,1,-0.17,0.34,1.01,0.17,0.09,0.1
2683,2684,mug,mugs,behavior,15,-1.97,0.99,1.27,0.29,0.08,0.11
2684,2685,mugger,mugger,identity,17,-3.22,1.04,1.26,0.3,0.16,0.12
2685,2686,mumble_to,mumbles to,behavior,11,-0.7,-0.87,-1.41,0.15,0.21,0.21
2686,2687,mummy_mythical,mummy mythical,identity,1,1.1,0.17,-1.66,0.29,0.25,0.22
2687,2688,murder,murders,behavior,16,-3.39,2.12,1.03,0.4,0.13,0.12
2688,2689,murderer,murderer,identity,15,-3.3,1.37,-0.02,0.32,0.19,0.15
2689,2690,murderess,murderess,identity,13,-2.14,1.18,0.35,0.23,0.16,0.16
2690,2691,murmur_to,murmurs to,behavior,9,0.05,-0.31,-1.74,0.19,0.19,0.24
2691,2692,music_director,music director,identity,6,1.47,1.45,1.23,0.16,0.14,0.15
2692,2693,musician,musician,identity,13,1.78,1.02,1.6,0.17,0.15,0.14
